GenomeID	Assembly	Organism_Name	Domain	Phylum	Tandem_repeat_percentage
GCF_007197575	GCA_007197575.1	Ornithinimicrobium ciconiae	Bacteria	Terrabacteria group	2.100608
GCF_007197735	GCA_007197735.1	Formosa sediminum	Bacteria	FCB group	1.576912
GCF_007197755	GCA_007197755.1	Ferrovibrio terrae	Bacteria	Proteobacteria	1.474201
GCF_007289895	GCA_007289895.1	Catenovulum sediminis	Bacteria	Proteobacteria	2.264539
GCF_007301515	GCA_007301515.1	Radiobacillus deserti	Bacteria	Terrabacteria group	0.9060023
GCF_007361795	GCA_007361795.1	Legionella israelensis	Bacteria	Proteobacteria	1.513474
GCF_007362295	GCA_007362295.1	Nocardia otitidiscaviarum	Bacteria	Terrabacteria group	1.325391
GCF_007362775	GCA_007362775.1	Microlunatus elymi	Bacteria	Terrabacteria group	0.8687904
GCF_007431345	GCA_007431345.1	Chitinimonas arctica	Bacteria	Proteobacteria	2.807169
GCF_007475525	GCA_007475525.1	Methylacidiphilum kamchatkense Kam1	Bacteria	PVC group	1.59383
GCF_007559005	GCA_007559005.1	Gordonia zhaorongruii	Bacteria	Terrabacteria group	1.050053
GCF_007559025	GCA_007559025.1	Tomitella fengzijianii	Bacteria	Terrabacteria group	0.9248555
GCF_007567505	GCA_007567505.1	Shewanella donghaensis	Bacteria	Proteobacteria	1.495141
GCF_007632255	GCA_007632255.1	Klebsiella aerogenes	Bacteria	Proteobacteria	0.9408321
GCF_007641235	GCA_007641235.1	Corynebacterium sanguinis	Bacteria	Terrabacteria group	0.787037
GCF_007641255	GCA_007641255.1	Sporomusa termitida	Bacteria	Terrabacteria group	1.217949
GCF_007741515	GCA_007741515.1	Adhaeretor mobilis	Bacteria	PVC group	2.726492
GCF_007747445	GCA_007747445.1	Poriferisphaera corsica	Bacteria	PVC group	1.995373
GCF_007748035	GCA_007748035.1	Aeoliella mucimassa	Bacteria	PVC group	2.875587
GCF_007748075	GCA_007748075.1	Mucisphaera calidilacus	Bacteria	PVC group	1.510892
GCF_007748115	GCA_007748115.1	Bremerella volcania	Bacteria	PVC group	2.406832
GCF_007750855	GCA_007750855.1	Pirellulimonas nuda	Bacteria	PVC group	2.273177
GCF_007751035	GCA_007751035.1	Lignipirellula cremea	Bacteria	PVC group	3.562741
GCF_007751715	GCA_007751715.1	Rosistilla oblonga	Bacteria	PVC group	2.634707
GCF_007795095	GCA_007795095.1	Luteimonas granuli	Bacteria	Proteobacteria	0.9704812
GCF_007814115	GCA_007814115.1	Staphylococcus saprophyticus	Bacteria	Terrabacteria group	1.098901
GCF_007833215	GCA_007833215.1	Sphingomonas suaedae	Bacteria	Proteobacteria	0.652912
GCF_007855645	GCA_007855645.1	Qingshengfaniella alkalisoli	Bacteria	Proteobacteria	1.1768
GCF_007856155	GCA_007856155.1	Streptomyces qinzhouensis	Bacteria	Terrabacteria group	1.673244
GCF_007858515	GCA_007858515.1	Mycoplasma anserisalpingitidis	Bacteria	Terrabacteria group	2.18281
GCF_007858975	GCA_007858975.2	Dickeya poaceiphila	Bacteria	Proteobacteria	1.004889
GCF_007859635	GCA_007859635.1	Sphingomonas panacisoli	Bacteria	Proteobacteria	0.697181
GCF_007859655	GCA_007859655.1	Devosia ginsengisoli	Bacteria	Proteobacteria	1.174215
GCF_007904085	GCA_007904085.1	Euhalothece natronophila Z-M001	Bacteria	Terrabacteria group	2.662279
GCF_007954425	GCA_007954425.1	Novosphingobium ginsenosidimutans	Bacteria	Proteobacteria	0.4665112
GCF_007954525	GCA_007954525.1	Leuconostoc carnosum	Bacteria	Terrabacteria group	0.859423
GCF_007954585	GCA_007954585.1	Pistricoccus aurantiacus	Bacteria	Proteobacteria	0.9657594
GCF_007954605	GCA_007954605.1	Leuconostoc lactis	Bacteria	Terrabacteria group	1.17096
GCF_007954785	GCA_007954785.1	Leuconostoc citreum	Bacteria	Terrabacteria group	1.033732
GCF_007970465	GCA_007970465.1	Corynebacterium nuruki S6-4	Bacteria	Terrabacteria group	1.208349
GCF_007970665	GCA_007970665.1	Baekduia soli	Bacteria	Terrabacteria group	1.052845
GCF_007970805	GCA_007970805.1	Flavisolibacter ginsenosidimutans	Bacteria	FCB group	2.134076
GCF_007971025	GCA_007971025.1	Mucilaginibacter ginsenosidivorans	Bacteria	FCB group	2.273197
GCF_007971225	GCA_007971225.1	Panacibacter ginsenosidivorans	Bacteria	FCB group	2.465931
GCF_007971385	GCA_007971385.1	Arachidicoccus ginsenosidivorans	Bacteria	FCB group	1.39033
GCF_007971525	GCA_007971525.1	Mucilaginibacter ginsenosidivorax	Bacteria	FCB group	2.315325
GCF_007989425	GCA_007989425.1	Rickettsia asiatica	Bacteria	Proteobacteria	1.139601
GCF_007990365	GCA_007990365.1	Leptotrichia trevisanii	Bacteria	Fusobacteria	1.726214
GCF_007990505	GCA_007990505.1	Pseudoleptotrichia goodfellowii	Bacteria	Fusobacteria	1.271186
GCF_007990525	GCA_007990525.1	Leptotrichia hofstadii	Bacteria	Fusobacteria	2.033195
GCF_007990545	GCA_007990545.2	Leptotrichia wadei	Bacteria	Fusobacteria	1.762115
GCF_007990635	GCA_007990635.1	Leptotrichia hongkongensis	Bacteria	Fusobacteria	1.430615
GCF_007993795	GCA_007993795.1	Antarcticibacterium arcticum	Bacteria	FCB group	1.395349
GCF_007995155	GCA_007995155.1	Bacillus dafuensis	Bacteria	Terrabacteria group	1.244907
GCF_007998985	GCA_007998985.1	Sphingomonas xanthus	Bacteria	Proteobacteria	1.125704
GCF_008000755	GCA_008000755.1	Youhaiella tibetensis	Bacteria	Proteobacteria	1.09134
GCF_008000815	GCA_008000815.1	Terriglobus albidus	Bacteria	Acidobacteria	2.040408
GCF_008000835	GCA_008000835.1	Malaciobacter canalis	Bacteria	Proteobacteria	1.451973
GCF_008000935	GCA_008000935.1	Flavobacterium alkalisoli	Bacteria	FCB group	2.586207
GCF_008000995	GCA_008000995.1	Ruania zhangjianzhongii	Bacteria	Terrabacteria group	1.225217
GCF_008033135	GCA_008033135.1	Chitinolyticbacter meiyuanensis	Bacteria	Proteobacteria	1.875469
GCF_008033155	GCA_008033155.1	Secundilactobacillus malefermentans	Bacteria	Terrabacteria group	0.6676939
GCF_008033215	GCA_008033215.1	Wolbachia endosymbiont of Drosophila ananassae	Bacteria	Proteobacteria	2.768987
GCF_008064855	GCA_008064855.1	Atlantibacter hermannii	Bacteria	Proteobacteria	1.040853
GCF_008086545	GCA_008086545.1	Spiroplasma chinense	Bacteria	Terrabacteria group	1.742739
GCF_008087625	GCA_008087625.1	Aquisphaera giovannonii	Bacteria	PVC group	4.15581
GCF_008087665	GCA_008087665.1	Mariniblastus fucicola	Bacteria	PVC group	3.118588
GCF_008119665	GCA_008119665.1	Pigmentiphaga aceris	Bacteria	Proteobacteria	1.302488
GCF_008122265	GCA_008122265.1	Marinobacter fonticola	Bacteria	Proteobacteria	1.011122
GCF_008151785	GCA_008151785.1	Peptacetobacter hiranonis	Bacteria	Terrabacteria group	1.98915
GCF_008152015	GCA_008152015.1	Thermococcus aciditolerans	Archaea	Euryarchaeota	1.421801
GCF_008152325	GCA_008152325.1	Crassaminicella thermophila	Bacteria	Terrabacteria group	1.177285
GCF_008153345	GCA_008153345.1	Treponema phagedenis	Bacteria	Spirochaetes	2.430178
GCF_008195825	GCA_008195825.1	Pedobacter aquae	Bacteria	FCB group	1.66113
GCF_008244765	GCA_008244765.1	Bacillus safensis	Bacteria	Terrabacteria group	0.8481532
GCF_008245045	GCA_008245045.1	Campylobacter volucris	Bacteria	Proteobacteria	1.007388
GCF_008245065	GCA_008245065.1	Wolbachia endosymbiont of Chrysomya megacephala	Bacteria	Proteobacteria	4.255319
GCF_008245085	GCA_008245085.1	Pyrococcus furiosus DSM 3638	Archaea	Euryarchaeota	0.8512769
GCF_008245125	GCA_008245125.1	Achromobacter insolitus	Bacteria	Proteobacteria	1.159618
GCF_008247605	GCA_008247605.1	Kushneria phosphatilytica	Bacteria	Proteobacteria	0.9253547
GCF_008274805	GCA_008274805.1	Oryzomicrobium terrae	Bacteria	Proteobacteria	1.328904
GCF_008274825	GCA_008274825.1	Sphingobacterium hotanense	Bacteria	FCB group	1.081958
GCF_008275125	GCA_008275125.1	Chromobacterium paludis	Bacteria	Proteobacteria	1.002055
GCF_008326385	GCA_008326385.1	Sulfuracidifex tepidarius	Archaea	TACK group	1.094891
GCF_008327825	GCA_008327825.1	Leptotrichia shahii	Bacteria	Fusobacteria	1.461378
GCF_008329645	GCA_008329645.1	Mycobacterium grossiae	Bacteria	Terrabacteria group	1.042852
GCF_008329925	GCA_008329925.1	Sphaerotilus sulfidivorans	Bacteria	Proteobacteria	1.222685
GCF_008329945	GCA_008329945.1	Thiospirochaeta perfilievii	Bacteria	Spirochaetes	1.7737
GCF_008329965	GCA_008329965.1	Oceanispirochaeta crateris	Bacteria	Spirochaetes	1.670026
GCF_008330085	GCA_008330085.1	Kosakonia radicincitans	Bacteria	Proteobacteria	0.8750238
GCF_008330805	GCA_008330805.1	Neisseria meningitidis	Bacteria	Proteobacteria	1.143451
GCF_008364325	GCA_008364325.2	Serratia liquefaciens	Bacteria	Proteobacteria	0.9668792
GCF_008365275	GCA_008365275.1	Protaetiibacter larvae	Bacteria	Terrabacteria group	1.548387
GCF_008369605	GCA_008369605.1	Vibrio cholerae	Bacteria	Proteobacteria	1.234907
GCF_008369725	GCA_008369725.1	Paenibacillus antarcticus	Bacteria	Terrabacteria group	1.838786
GCF_008369745	GCA_008369745.1	Flavobacterium nitrogenifigens	Bacteria	FCB group	1.930331
GCF_008369785	GCA_008369785.1	Francisella marina	Bacteria	Proteobacteria	1.22825
GCF_008370715	GCA_008370715.1	Pseudomonas brassicacearum	Bacteria	Proteobacteria	1.539778
GCF_008432465	GCA_008432465.1	Achromobacter xylosoxidans	Bacteria	Proteobacteria	1.254355
GCF_008632455	GCA_008632455.1	Methylomonas rhizoryzae	Bacteria	Proteobacteria	2.312289
GCF_008632635	GCA_008632635.1	Acinetobacter baumannii	Bacteria	Proteobacteria	1.173184
GCF_008693605	GCA_008693605.1	Citrobacter portucalensis	Bacteria	Proteobacteria	1.179613
GCF_008693645	GCA_008693645.1	Citrobacter werkmanii	Bacteria	Proteobacteria	0.8458035
GCF_008693705	GCA_008693705.1	Aeromonas veronii	Bacteria	Proteobacteria	1.042442
GCF_008693785	GCA_008693785.1	Roseomonas mucosa	Bacteria	Proteobacteria	1.09539
GCF_008694105	GCA_008694105.1	Schleiferilactobacillus harbinensis	Bacteria	Terrabacteria group	1.156812
GCF_008704395	GCA_008704395.1	Streptomyces alboniger	Bacteria	Terrabacteria group	1.833333
GCF_008704425	GCA_008704425.1	Streptomyces fradiae ATCC 10745 = DSM 40063	Bacteria	Terrabacteria group	1.583019
GCF_008704445	GCA_008704445.1	Streptomyces prasinus	Bacteria	Terrabacteria group	1.468476
GCF_008704495	GCA_008704495.1	Streptomyces kanamyceticus	Bacteria	Terrabacteria group	1.696713
GCF_008704515	GCA_008704515.1	Streptomyces viridosporus T7A	Bacteria	Terrabacteria group	1.29891
GCF_008704535	GCA_008704535.1	Streptomyces subrutilus	Bacteria	Terrabacteria group	1.691464
GCF_008704555	GCA_008704555.1	Streptomyces nitrosporeus	Bacteria	Terrabacteria group	1.5898
GCF_008704575	GCA_008704575.1	Streptomyces galilaeus	Bacteria	Terrabacteria group	1.296959
GCF_008704715	GCA_008704715.1	Streptomyces chartreusis	Bacteria	Terrabacteria group	1.947199
GCF_008704795	GCA_008704795.1	Streptomyces spectabilis	Bacteria	Terrabacteria group	1.849289
GCF_008704855	GCA_008704855.1	Streptomyces platensis	Bacteria	Terrabacteria group	1.485502
GCF_008704935	GCA_008704935.1	Streptomyces vinaceus	Bacteria	Terrabacteria group	1.673004
GCF_008705135	GCA_008705135.1	Streptomyces coeruleorubidus	Bacteria	Terrabacteria group	1.640771
GCF_008705175	GCA_008705175.1	Clostridium diolis	Bacteria	Terrabacteria group	1.747766
GCF_008727715	GCA_008727715.1	Mesorhizobium terrae	Bacteria	Proteobacteria	1.180891
GCF_008727755	GCA_008727755.1	Microbacterium caowuchunii	Bacteria	Terrabacteria group	1.254237
GCF_008727775	GCA_008727775.1	Microbacterium lushaniae	Bacteria	Terrabacteria group	0.9771987
GCF_008727795	GCA_008727795.1	Nitrincola iocasae	Bacteria	Proteobacteria	1.078167
GCF_008728195	GCA_008728195.1	Roseovarius indicus	Bacteria	Proteobacteria	1.413969
GCF_008728635	GCA_008728635.1	Hymenobacter baengnokdamensis	Bacteria	FCB group	1.787649
GCF_008728835	GCA_008728835.1	Hypericibacter adhaerens	Bacteria	Proteobacteria	1.738794
GCF_008728855	GCA_008728855.1	Hypericibacter terrae	Bacteria	Proteobacteria	1.654446
GCF_008761635	GCA_008761635.1	Nocardioides cynanchi	Bacteria	Terrabacteria group	1.334757
GCF_008801925	GCA_008801925.2	Cupriavidus basilensis	Bacteria	Proteobacteria	1.154734
GCF_008803015	GCA_008803015.1	Streptococcus ratti	Bacteria	Terrabacteria group	1.035197
GCF_008805035	GCA_008805035.1	Eikenella exigua	Bacteria	Proteobacteria	0.9399478
GCF_008806995	GCA_008806995.1	Neisseria animalis	Bacteria	Proteobacteria	1.169293
GCF_008807015	GCA_008807015.1	Neisseria zalophi	Bacteria	Proteobacteria	1.888531
GCF_008807375	GCA_008807375.1	Pseudomonas lalkuanensis	Bacteria	Proteobacteria	1.446051
GCF_008807735	GCA_008807735.1	Bacillus wiedmannii	Bacteria	Terrabacteria group	1.986152
GCF_008807855	GCA_008807855.1	Cupriavidus oxalaticus	Bacteria	Proteobacteria	0.8811959
GCF_008824185	GCA_008824185.1	Paracoccus pantotrophus	Bacteria	Proteobacteria	1.017688
GCF_008831385	GCA_008831385.1	Lapidilactobacillus dextrinicus	Bacteria	Terrabacteria group	1.055718
GCF_008831485	GCA_008831485.1	Lactobacillus acetotolerans	Bacteria	Terrabacteria group	0.9816754
GCF_008831545	GCA_008831545.1	Halorussus halophilus	Archaea	Euryarchaeota	2.281106
GCF_008838325	GCA_008838325.1	Tepidiforma bonchosmolovskayae	Bacteria	Terrabacteria group	1.527002
GCF_008843145	GCA_008843145.1	Skermanella pratensis	Bacteria	Proteobacteria	1.692308
GCF_008843165	GCA_008843165.1	Ornithinimicrobium pratense	Bacteria	Terrabacteria group	1.656382
GCF_008876665	GCA_008876665.1	Limosilactobacillus frumenti	Bacteria	Terrabacteria group	1.595092
GCF_008931805	GCA_008931805.1	Moritella marina ATCC 15381	Bacteria	Proteobacteria	1.244091
GCF_008931845	GCA_008931845.1	Borrelia maritima	Bacteria	Spirochaetes	1.253918
GCF_008932115	GCA_008932115.1	Bradyrhizobium betae	Bacteria	Proteobacteria	1.362837
GCF_008932225	GCA_008932225.1	Qipengyuania flava	Bacteria	Proteobacteria	0.8106355
GCF_008932245	GCA_008932245.1	Ensifer alkalisoli	Bacteria	Proteobacteria	0.9457985
GCF_008973485	GCA_008973485.1	Psychrobacillus glaciei	Bacteria	Terrabacteria group	1.308505
GCF_009002475	GCA_009002475.1	Candidatus Uabimicrobium amorphum	Bacteria	PVC group	8.344733
GCF_009025875	GCA_009025875.1	Latilactobacillus graminis	Bacteria	Terrabacteria group	1.438849
GCF_009026825	GCA_009026825.1	Corynebacterium urogenitale	Bacteria	Terrabacteria group	0.9708738
GCF_009036245	GCA_009036245.1	Enterobacter sichuanensis	Bacteria	Proteobacteria	1.041908
GCF_009068765	GCA_009068765.1	Sulfurimonas hydrogeniphila	Bacteria	Proteobacteria	1.093356
GCF_009176645	GCA_009176645.1	Enterobacter oligotrophicus	Bacteria	Proteobacteria	0.8830022
GCF_009177095	GCA_009177095.1	Lacipirellula parvula	Bacteria	PVC group	2.657005
GCF_009184705	GCA_009184705.1	Liquorilactobacillus mali	Bacteria	Terrabacteria group	0.8406894
GCF_009184865	GCA_009184865.1	Streptomyces phaeolivaceus	Bacteria	Terrabacteria group	1.757653
GCF_009193295	GCA_009193295.2	Bacteroides luhongzhouii	Bacteria	FCB group	1.870265
GCF_009193325	GCA_009193325.2	Bacteroides zhangwenhongii	Bacteria	FCB group	1.907557
GCF_009258045	GCA_009258045.1	Sulfurimonas xiamenensis	Bacteria	Proteobacteria	1.175842
GCF_009258225	GCA_009258225.1	Sulfurimonas lithotrophica	Bacteria	Proteobacteria	1.375752
GCF_009299385	GCA_009299385.1	Streptomyces cinereoruber	Bacteria	Terrabacteria group	1.496959
GCF_009301415	GCA_009301415.1	Paracoccus kondratievae	Bacteria	Proteobacteria	1.107011
GCF_009362935	GCA_009362935.1	Limosilactobacillus vaginalis	Bacteria	Terrabacteria group	1.22807
GCF_009363075	GCA_009363075.1	Paenibacillus guangzhouensis	Bacteria	Terrabacteria group	2.286461
GCF_009363095	GCA_009363095.1	Paenibacillus cellulositrophicus	Bacteria	Terrabacteria group	1.510714
GCF_009363115	GCA_009363115.1	Paenibacillus brasilensis	Bacteria	Terrabacteria group	1.076579
GCF_009363135	GCA_009363135.1	Kosakonia arachidis	Bacteria	Proteobacteria	0.722175
GCF_009363155	GCA_009363155.1	Azotobacter salinestris	Bacteria	Proteobacteria	1.402465
GCF_009363415	GCA_009363415.1	Vibrio aquimaris	Bacteria	Proteobacteria	1.498708
GCF_009363855	GCA_009363855.1	Microvirga thermotolerans	Bacteria	Proteobacteria	1.668585
GCF_009363895	GCA_009363895.1	Sphingomonas ginsengisoli An et al. 2013	Bacteria	Proteobacteria	1.201923
GCF_009388985	GCA_009388985.1	Halioglobus maricola	Bacteria	Proteobacteria	1.200104
GCF_009392895	GCA_009392895.1	Natronorubrum aibiense	Archaea	Euryarchaeota	1.901048
GCF_009428965	GCA_009428965.1	Limosilactobacillus pontis	Bacteria	Terrabacteria group	1.28041
GCF_009429125	GCA_009429125.1	Luteimicrobium xylanilyticum	Bacteria	Terrabacteria group	1.430536
GCF_009496975	GCA_009496975.1	Fructilactobacillus sanfranciscensis	Bacteria	Terrabacteria group	1.034208
GCF_009497075	GCA_009497075.1	Nonomuraea nitratireducens	Bacteria	Terrabacteria group	1.852947
GCF_009498035	GCA_009498035.1	Saccharothrix syringae	Bacteria	Terrabacteria group	2.580013
GCF_009498235	GCA_009498235.1	Candidatus Methylospira mobilis	Bacteria	Proteobacteria	2.044744
GCF_009498275	GCA_009498275.1	Streptomyces fagopyri	Bacteria	Terrabacteria group	1.688505
GCF_009498695	GCA_009498695.1	Bartonella bacilliformis	Bacteria	Proteobacteria	1.067616
GCF_009557235	GCA_009557235.1	Acinetobacter wanghuae	Bacteria	Proteobacteria	1.552548
GCF_009601765	GCA_009601765.2	Vibrio algicola	Bacteria	Proteobacteria	1.015727
GCF_009627355	GCA_009627355.1	Bordetella holmesii	Bacteria	Proteobacteria	1.122195
GCF_009646095	GCA_009646095.1	Raineyella fluvialis	Bacteria	Terrabacteria group	0.8899143
GCF_009646115	GCA_009646115.1	Pantoea eucalypti	Bacteria	Proteobacteria	1.052385
GCF_009648575	GCA_009648575.1	Listeria innocua	Bacteria	Terrabacteria group	1.929825
GCF_009648935	GCA_009648935.1	Citrobacter braakii	Bacteria	Proteobacteria	0.7618194
GCF_009648975	GCA_009648975.1	Klebsiella variicola	Bacteria	Proteobacteria	0.7788162
GCF_009649075	GCA_009649075.1	Aeromicrobium yanjiei	Bacteria	Terrabacteria group	1.07402
GCF_009649915	GCA_009649915.1	Kluyvera intermedia	Bacteria	Proteobacteria	0.952165
GCF_009649955	GCA_009649955.1	Heliorestis convoluta	Bacteria	Terrabacteria group	1.499464
GCF_009650095	GCA_009650095.1	Gracilibacillus salitolerans	Bacteria	Terrabacteria group	1.411869
GCF_009650135	GCA_009650135.1	Litoricola lipolytica	Bacteria	Proteobacteria	1.133886
GCF_009650215	GCA_009650215.1	Actinomarinicola tropica	Bacteria	Terrabacteria group	1.70068
GCF_009662475	GCA_009662475.1	Acidithiobacillus thiooxidans ATCC 19377	Bacteria	Proteobacteria	1.042598
GCF_009664085	GCA_009664085.1	Thermochromatium tepidum ATCC 43061	Bacteria	Proteobacteria	1.479751
GCF_009664835	GCA_009664835.1	Allosaccharopolyspora coralli	Bacteria	Terrabacteria group	0.8022003
GCF_009671065	GCA_009671065.1	Neisseria brasiliensis	Bacteria	Proteobacteria	1.296071
GCF_009671205	GCA_009671205.1	Micromonospora terminaliae	Bacteria	Terrabacteria group	1.58135
GCF_009676365	GCA_009676365.1	Latilactobacillus sakei	Bacteria	Terrabacteria group	1.00211
GCF_009676955	GCA_009676955.1	Sodaliphilus pleomorphus	Bacteria	FCB group	2.366642
GCF_009684715	GCA_009684715.1	Otariodibacter oris	Bacteria	Proteobacteria	1.369113
GCF_009685195	GCA_009685195.1	Methylocystis parvus	Bacteria	Proteobacteria	1.298389
GCF_009688945	GCA_009688945.1	Desulfosarcina alkanivorans	Bacteria	Proteobacteria	2.15194
GCF_009688965	GCA_009688965.1	Desulfosarcina widdelii	Bacteria	Proteobacteria	1.915589
GCF_009688985	GCA_009688985.1	Desulfosarcina ovata subsp. sediminis	Bacteria	Proteobacteria	2.114375
GCF_009708215	GCA_009708215.1	Occultella kanbiaonis	Bacteria	Terrabacteria group	1.576846
GCF_009708955	GCA_009708955.1	Piscirickettsia salmonis	Bacteria	Proteobacteria	1.416256
GCF_009720625	GCA_009720625.1	Metabacillus sediminilitoris	Bacteria	Terrabacteria group	1.332811
GCF_009728935	GCA_009728935.1	Paenibacillus psychroresistens	Bacteria	Terrabacteria group	2.717622
GCF_009729015	GCA_009729015.1	Acidianus ambivalens	Archaea	TACK group	1.3382
GCF_009729035	GCA_009729035.1	Stygiolobus azoricus	Archaea	TACK group	1.342926
GCF_009729055	GCA_009729055.1	Sulfurisphaera ohwakuensis	Archaea	TACK group	1.556017
GCF_009730055	GCA_009730055.1	Yersinia intermedia	Bacteria	Proteobacteria	1.067285
GCF_009730295	GCA_009730295.1	Gemella sanguinis	Bacteria	Terrabacteria group	2.071907
GCF_009730315	GCA_009730315.1	Gemella morbillorum	Bacteria	Terrabacteria group	2.27704
GCF_009730395	GCA_009730395.1	Campylobacter coli	Bacteria	Proteobacteria	0.7083825
GCF_009730595	GCA_009730595.1	Spiroplasma tabanidicola	Bacteria	Terrabacteria group	1.711712
GCF_009730655	GCA_009730655.1	Shewanella algae	Bacteria	Proteobacteria	1.135557
GCF_009731575	GCA_009731575.1	Akkermansia muciniphila	Bacteria	PVC group	1.173403
GCF_009734005	GCA_009734005.2	Enterococcus faecium	Bacteria	Terrabacteria group	1.227222
GCF_009734265	GCA_009734265.1	Guyparkeria halophila	Bacteria	Proteobacteria	1.554174
GCF_009734385	GCA_009734385.1	Corynebacterium kalinowskii	Bacteria	Terrabacteria group	1.28866
